shipment_id,order_id,region_id,promised_hours,planned_distance_km,planned_cost
S000000606,O000000606,5,24,22.44,5696.0
S000000607,O000000607,5,24,24.6,5646.0
S000000608,O000000608,5,36,5.41,3756.0
S000000609,O000000609,5,24,21.18,6012.0
S000000610,O000000610,5,24,13.72,4685.0
S000000611,O000000611,5,24,16.6,4976.0
S000000612,O000000612,5,24,19.18,5878.0
S000000613,O000000613,5,24,27.23,5982.0
S000000614,O000000614,5,24,27.61,6289.0
S000000615,O000000615,5,24,9.85,4604.0
S000000616,O000000616,5,12,21.21,5649.0
S000000617,O000000617,5,36,21.62,5355.0
S000000618,O000000618,5,12,11.34,4805.0
S000000619,O000000619,5,24,5.66,3798.0
S000000620,O000000620,5,24,3.54,3571.0
S000000621,O000000621,5,36,22.32,6307.0
S000000622,O000000622,5,24,14.99,4996.0
S000000623,O000000623,5,24,27.63,6955.0
S000000624,O000000624,5,36,14.36,4876.0
S000000625,O000000625,5,12,27.44,6703.0
S000000626,O000000626,5,12,13.0,4642.0
S000000627,O000000627,5,12,22.74,5712.0
S000000628,O000000628,5,12,4.66,3724.0
S000000629,O000000629,6,36,16.66,5287.0
S000000630,O000000630,6,24,22.95,5922.0
S000000631,O000000631,6,36,26.08,5608.0
S000000632,O000000632,6,24,23.48,5507.0
S000000633,O000000633,6,12,3.44,3548.0
S000000634,O000000634,6,24,12.0,4811.0
S000000635,O000000635,6,24,3.74,3634.0
S000000636,O000000636,6,24,5.29,3727.0
S000000637,O000000637,6,24,19.72,5547.0
S000000638,O000000638,6,12,20.69,5966.0
S000000639,O000000639,6,24,22.23,6009.0
S000000640,O000000640,6,24,24.57,5498.0
S000000641,O000000641,6,12,21.36,5591.0
S000000642,O000000642,6,24,22.92,6600.0
S000000643,O000000643,6,12,3.75,3739.0
S000000644,O000000644,6,24,8.48,4003.0
S000000645,O000000645,6,24,18.36,5318.0
S000000646,O000000646,6,24,24.38,6314.0
S000000647,O000000647,6,24,2.61,3460.0
S000000648,O000000648,6,24,15.62,4776.0
S000000649,O000000649,6,12,19.77,5380.0
S000000650,O000000650,6,24,3.25,3607.0
S000000651,O000000651,7,24,12.73,4801.0
S000000652,O000000652,7,24,25.34,6029.0
S000000653,O000000653,7,24,19.63,6077.0
S000000654,O000000654,7,12,8.56,4056.0
S000000655,O000000655,7,24,24.25,6637.0
S000000656,O000000656,7,24,11.37,4686.0
S000000657,O000000657,7,24,24.26,6456.0
S000000658,O000000658,7,24,10.12,4458.0
S000000659,O000000659,7,24,17.55,5736.0
S000000660,O000000660,7,12,12.62,4594.0
S000000661,O000000661,7,24,9.51,4471.0
S000000662,O000000662,7,24,25.11,6607.0
S000000663,O000000663,7,24,7.28,3856.0
S000000664,O000000664,7,24,4.66,3657.0
S000000665,O000000665,7,24,11.22,4241.0
S000000666,O000000666,7,24,20.8,5830.0
S000000667,O000000667,7,24,23.09,5535.0
S000000668,O000000668,7,36,27.97,6527.0
S000000669,O000000669,7,24,10.06,4439.0
S000000670,O000000670,7,24,12.9,4816.0
S000000671,O000000671,7,24,5.99,4040.0
S000000672,O000000672,7,12,17.16,5489.0
S000000673,O000000673,7,12,27.94,6424.0
S000000674,O000000674,8,36,20.37,6047.0
S000000675,O000000675,8,24,17.68,5723.0
S000000676,O000000676,8,12,12.51,4661.0
S000000677,O000000677,8,24,25.84,6049.0
S000000678,O000000678,8,24,15.17,4938.0
S000000679,O000000679,8,24,5.93,3755.0
S000000680,O000000680,8,24,11.82,4870.0
S000000681,O000000681,8,24,4.21,3682.0
S000000682,O000000682,8,24,7.65,4294.0
S000000683,O000000683,8,24,2.95,3469.0
S000000684,O000000684,8,12,14.06,4832.0
S000000685,O000000685,9,24,18.68,5720.0
S000000686,O000000686,9,36,11.25,4289.0
S000000687,O000000687,9,24,13.22,4420.0
S000000688,O000000688,9,36,26.96,5677.0
S000000689,O000000689,9,24,21.68,5988.0
S000000690,O000000690,9,24,16.29,4924.0
S000000691,O000000691,9,24,9.76,4513.0
S000000692,O000000692,9,12,25.37,6049.0
S000000693,O000000693,9,24,8.49,4058.0
S000000694,O000000694,9,24,10.8,4568.0
S000000695,O000000695,9,24,25.68,6113.0
S000000696,O000000696,9,24,16.0,5099.0
S000000697,O000000697,9,24,21.43,5599.0
S000000698,O000000698,9,24,17.56,5637.0
S000000699,O000000699,9,12,19.16,4949.0
S000000700,O000000700,9,12,10.13,4162.0
S000000701,O000000701,9,24,8.65,3996.0
S000000702,O000000702,9,12,10.72,4440.0
S000000703,O000000703,9,24,6.46,4086.0
S000000704,O000000704,9,36,24.8,6561.0
S000000705,O000000705,9,24,9.72,4412.0
S000000706,O000000706,9,24,16.82,4998.0
S000000707,O000000707,9,24,22.7,6301.0
S000000708,O000000708,9,24,22.49,6113.0
S000000709,O000000709,9,12,13.68,4455.0
S000000710,O000000710,9,24,14.64,5296.0
S000000711,O000000711,9,24,27.86,5837.0
S000000712,O000000712,9,24,19.7,5247.0
S000000713,O000000713,10,24,23.27,5647.0
S000000714,O000000714,10,24,25.52,6164.0
S000000715,O000000715,10,24,22.58,6382.0
S000000716,O000000716,10,24,7.22,3896.0
S000000717,O000000717,10,12,16.84,5018.0
S000000718,O000000718,10,12,5.1,3869.0
S000000719,O000000719,10,24,19.15,5354.0
S000000720,O000000720,10,12,26.86,7091.0
S000000721,O000000721,10,24,15.57,5299.0
S000000722,O000000722,10,12,13.54,5003.0
S000000723,O000000723,10,12,3.41,3614.0
S000000724,O000000724,10,24,26.97,6793.0
S000000725,O000000725,10,36,5.13,3739.0
S000000726,O000000726,11,24,3.55,3644.0
S000000727,O000000727,11,36,8.77,4146.0
S000000728,O000000728,11,36,4.17,3708.0
S000000729,O000000729,11,24,14.11,4742.0
S000000730,O000000730,11,12,15.66,5463.0
S000000731,O000000731,11,24,10.47,4598.0
S000000732,O000000732,11,12,3.8,3615.0
S000000733,O000000733,11,24,5.35,3927.0
S000000734,O000000734,11,24,12.3,4873.0
S000000735,O000000735,11,24,4.04,3613.0
S000000736,O000000736,11,12,20.3,5523.0
S000000737,O000000737,11,36,7.78,4357.0
S000000738,O000000738,11,24,10.2,4396.0
S000000739,O000000739,11,36,12.55,4791.0
S000000740,O000000740,11,24,13.12,4937.0
S000000741,O000000741,11,24,2.54,3441.0
S000000742,O000000742,11,12,5.36,3718.0
S000000743,O000000743,11,24,24.5,6675.0
S000000744,O000000744,11,24,2.53,3520.0
S000000745,O000000745,12,24,15.46,4762.0
S000000746,O000000746,12,36,14.98,5256.0
S000000747,O000000747,12,24,10.99,4660.0
S000000748,O000000748,12,24,13.5,4617.0
S000000749,O000000749,12,12,22.4,6064.0
S000000750,O000000750,12,24,23.95,6753.0
S000000751,O000000751,12,24,9.14,4408.0
S000000752,O000000752,12,24,10.72,4199.0
S000000753,O000000753,12,12,8.68,4401.0
S000000754,O000000754,12,24,14.74,5072.0
S000000755,O000000755,12,24,19.92,5559.0
S000000756,O000000756,12,12,8.32,4161.0
S000000757,O000000757,12,24,10.93,4799.0
S000000758,O000000758,12,24,26.22,6241.0
S000000759,O000000759,12,24,3.74,3547.0
S000000760,O000000760,12,12,14.25,4901.0
S000000761,O000000761,12,24,20.64,5449.0
S000000762,O000000762,12,24,6.34,3788.0
S000000763,O000000763,12,12,3.71,3619.0
S000000764,O000000764,12,24,6.02,3768.0
S000000765,O000000765,12,24,25.93,6334.0
S000000766,O000000766,12,24,2.74,3491.0
S000000767,O000000767,12,12,7.3,4159.0
S000000768,O000000768,12,12,3.3,3541.0
S000000769,O000000769,13,12,5.32,3940.0
S000000770,O000000770,13,36,18.31,5939.0
S000000771,O000000771,13,24,8.66,4066.0
S000000772,O000000772,13,12,17.01,5472.0
S000000773,O000000773,13,12,17.55,5630.0
S000000774,O000000774,13,12,24.16,6177.0
S000000775,O000000775,13,24,2.62,3515.0
S000000776,O000000776,13,36,24.26,5593.0
S000000777,O000000777,13,24,18.29,5705.0
S000000778,O000000778,13,36,6.65,3898.0
S000000779,O000000779,13,24,22.21,5539.0
S000000780,O000000780,13,24,24.32,5566.0
S000000781,O000000781,13,12,8.98,4125.0
S000000782,O000000782,13,24,25.93,6546.0
S000000783,O000000783,13,24,14.09,5239.0
S000000784,O000000784,13,24,17.89,5717.0
S000000785,O000000785,13,12,27.61,7172.0
S000000786,O000000786,13,24,11.72,4543.0
S000000787,O000000787,13,12,23.24,5550.0
S000000788,O000000788,13,24,10.62,4343.0
S000000789,O000000789,13,12,22.88,6178.0
S000000790,O000000790,13,12,17.82,5400.0
S000000791,O000000791,13,12,8.02,4191.0
S000000792,O000000792,13,24,13.06,4997.0
S000000793,O000000793,13,12,10.6,4657.0
S000000794,O000000794,13,24,4.49,3766.0
S000000795,O000000795,14,24,3.26,3608.0
S000000796,O000000796,14,24,11.34,4651.0
S000000797,O000000797,14,12,2.99,3582.0
S000000798,O000000798,14,12,6.72,3932.0
S000000799,O000000799,14,24,20.99,5995.0
S000000800,O000000800,14,24,20.56,6188.0
S000000801,O000000801,14,12,21.33,5374.0
S000000802,O000000802,14,36,10.59,4238.0
S000000803,O000000803,14,12,25.2,5895.0
S000000804,O000000804,14,12,17.64,5252.0
S000000805,O000000805,14,12,5.71,3973.0
S000000806,O000000806,14,24,6.16,4123.0
S000000807,O000000807,14,24,20.17,5427.0
S000000808,O000000808,14,24,6.91,4120.0
S000000809,O000000809,14,24,15.44,5409.0
S000000810,O000000810,14,24,27.79,5737.0
S000000811,O000000811,15,12,2.6,3506.0
S000000812,O000000812,15,36,2.92,3562.0
S000000813,O000000813,15,24,27.82,5719.0
S000000814,O000000814,15,24,17.41,5740.0
S000000815,O000000815,15,36,5.74,3954.0
S000000816,O000000816,15,12,25.38,6218.0
S000000817,O000000817,15,24,24.95,6880.0
S000000818,O000000818,15,12,16.17,5399.0
S000000819,O000000819,15,24,18.36,5727.0
S000000820,O000000820,15,12,9.47,4471.0
S000000821,O000000821,15,36,3.79,3710.0
S000000822,O000000822,15,24,17.66,5688.0
S000000823,O000000823,15,24,10.02,4417.0
S000000824,O000000824,15,24,19.42,5058.0
S000000825,O000000825,15,12,23.82,6030.0
S000000826,O000000826,15,24,2.96,3591.0
S000000827,O000000827,15,24,17.69,5567.0
S000000828,O000000828,15,36,8.4,4124.0
S000000829,O000000829,15,36,24.78,6840.0
S000000830,O000000830,15,12,8.97,4484.0
S000000831,O000000831,15,24,18.07,5317.0
S000000832,O000000832,15,36,16.62,4761.0
S000000833,O000000833,15,12,12.6,5036.0
S000000834,O000000834,15,12,19.78,5611.0
S000000835,O000000835,15,24,21.01,6003.0
S000000836,O000000836,15,24,16.96,5576.0
S000000837,O000000837,15,36,21.84,6168.0
S000000838,O000000838,15,12,27.58,6022.0
S000000839,O000000839,15,24,13.19,5003.0
S000000840,O000000840,15,24,15.62,5237.0
S000000841,O000000841,15,12,2.82,3595.0
S000000842,O000000842,16,24,22.8,5965.0
S000000843,O000000843,16,12,15.77,5547.0
S000000844,O000000844,16,24,12.9,5052.0
S000000845,O000000845,16,24,4.9,3678.0
S000000846,O000000846,16,24,25.19,5857.0
S000000847,O000000847,16,24,12.57,4666.0
S000000848,O000000848,16,24,19.91,5235.0
S000000849,O000000849,16,24,6.31,4021.0
S000000850,O000000850,16,24,27.02,6060.0
S000000851,O000000851,16,36,7.05,4006.0
S000000852,O000000852,16,24,7.59,4055.0
S000000853,O000000853,16,24,24.4,6652.0
S000000854,O000000854,16,12,25.77,6492.0
S000000855,O000000855,16,24,7.91,4251.0
S000000856,O000000856,16,12,14.48,5316.0
S000000857,O000000857,16,24,21.2,5932.0
S000000858,O000000858,16,24,24.9,5466.0
S000000859,O000000859,17,24,12.17,4965.0
S000000860,O000000860,17,24,15.68,5456.0
S000000861,O000000861,17,24,21.41,6316.0
S000000862,O000000862,17,12,21.14,5536.0
S000000863,O000000863,17,12,22.47,5273.0
S000000864,O000000864,17,24,17.03,5265.0
S000000865,O000000865,17,12,5.17,3903.0
S000000866,O000000866,17,12,25.55,6838.0
S000000867,O000000867,17,12,24.57,5476.0
S000000868,O000000868,17,24,22.85,5976.0
S000000869,O000000869,17,12,5.05,3699.0
S000000870,O000000870,17,36,7.71,4346.0
S000000871,O000000871,17,24,21.46,5678.0
S000000872,O000000872,17,24,3.09,3525.0
S000000873,O000000873,17,24,27.47,6974.0
S000000874,O000000874,17,24,12.12,4972.0
S000000875,O000000875,17,24,20.84,6320.0
S000000876,O000000876,17,24,25.13,6250.0
S000000877,O000000877,17,24,12.56,4501.0
S000000878,O000000878,17,24,10.64,4304.0
S000000879,O000000879,17,24,18.02,5801.0
S000000880,O000000880,17,24,17.32,5053.0
S000000881,O000000881,17,24,12.93,4831.0
S000000882,O000000882,18,24,17.85,5222.0
S000000883,O000000883,18,24,26.35,5737.0
S000000884,O000000884,18,24,14.42,4556.0
S000000885,O000000885,18,12,7.52,4309.0
S000000886,O000000886,18,12,12.12,4383.0
S000000887,O000000887,18,24,12.55,4896.0
S000000888,O000000888,18,12,5.84,4061.0
S000000889,O000000889,18,12,6.65,4169.0
S000000890,O000000890,18,36,19.96,5356.0
S000000891,O000000891,18,24,11.16,4483.0
S000000892,O000000892,18,24,26.85,6730.0
S000000893,O000000893,18,24,8.71,4349.0
S000000894,O000000894,18,36,5.02,3713.0
S000000895,O000000895,18,24,21.71,5283.0
S000000896,O000000896,18,24,24.97,5626.0
S000000897,O000000897,18,24,9.59,4210.0
S000000898,O000000898,18,24,7.65,4216.0
S000000899,O000000899,18,24,7.24,3891.0
S000000900,O000000900,18,24,15.81,5345.0
S000000901,O000000901,18,12,14.44,4599.0
S000000902,O000000902,18,12,9.12,4155.0
S000000903,O000000903,18,36,3.65,3646.0
S000000904,O000000904,18,12,14.78,4704.0
S000000905,O000000905,18,12,26.96,7207.0
S000000906,O000000906,18,24,19.14,5039.0
S000000907,O000000907,18,24,15.14,5003.0
S000000908,O000000908,18,24,5.32,3861.0
S000000909,O000000909,18,12,8.94,4535.0
S000000910,O000000910,18,24,10.02,4599.0
S000000911,O000000911,18,24,22.0,5708.0
S000000912,O000000912,18,24,24.86,5866.0
S000000913,O000000913,18,24,25.49,6417.0
S000000914,O000000914,18,24,27.61,5741.0
S000000915,O000000915,18,24,27.55,6094.0
S000000916,O000000916,18,12,26.8,5995.0
S000000917,O000000917,18,24,4.33,3749.0
S000000918,O000000918,18,12,6.01,4015.0
S000000919,O000000919,18,24,10.26,4582.0
S000000920,O000000920,18,24,16.6,4999.0
S000000921,O000000921,18,24,4.97,3703.0
S000000922,O000000922,18,24,24.07,6580.0
S000000923,O000000923,18,24,18.23,5145.0
S000000924,O000000924,18,24,16.33,5490.0
S000000925,O000000925,18,24,6.72,4019.0
S000000926,O000000926,18,24,8.96,4059.0
S000000927,O000000927,18,24,6.59,3880.0
S000000928,O000000928,18,12,24.22,5427.0
S000000929,O000000929,18,24,17.4,4982.0
S000000930,O000000930,18,24,21.25,5421.0
S000000931,O000000931,18,12,10.05,4186.0
S000000932,O000000932,18,24,11.97,4694.0
S000000933,O000000933,18,24,12.82,4426.0
S000000934,O000000934,18,36,21.88,6303.0
S000000935,O000000935,18,36,22.2,6076.0
S000000936,O000000936,18,36,7.77,3952.0
S000000937,O000000937,18,12,26.51,5757.0
S000000938,O000000938,19,12,5.58,3956.0
S000000939,O000000939,19,12,25.35,5486.0
S000000940,O000000940,19,24,5.06,3808.0
S000000941,O000000941,19,24,9.25,4564.0
S000000942,O000000942,19,36,24.09,6400.0
S000000943,O000000943,19,12,7.08,3946.0
S000000944,O000000944,19,24,13.05,4919.0
S000000945,O000000945,19,24,13.97,5265.0
S000000946,O000000946,19,24,8.75,4019.0
S000000947,O000000947,19,24,20.61,5612.0
S000000948,O000000948,19,36,24.21,6238.0
S000000949,O000000949,19,24,24.8,6081.0
S000000950,O000000950,19,12,11.15,4253.0
S000000951,O000000951,19,24,16.04,4799.0
S000000952,O000000952,19,12,8.83,4397.0
S000000953,O000000953,19,12,8.74,4060.0
S000000954,O000000954,19,12,6.61,4023.0
S000000955,O000000955,19,24,26.47,7087.0
S000000956,O000000956,19,24,25.14,6773.0
S000000957,O000000957,19,24,22.32,6139.0
S000000958,O000000958,19,24,15.7,4690.0
S000000959,O000000959,19,36,15.01,4811.0
S000000960,O000000960,19,24,16.01,5272.0
S000000961,O000000961,19,24,16.18,4885.0
S000000962,O000000962,19,24,13.58,4931.0
S000000963,O000000963,19,24,5.86,3875.0
S000000964,O000000964,20,24,5.7,3883.0
S000000965,O000000965,20,24,26.78,5810.0
S000000966,O000000966,20,24,14.79,5357.0
S000000967,O000000967,20,24,26.81,7129.0
S000000968,O000000968,20,24,6.67,4075.0
S000000969,O000000969,20,24,16.64,5136.0
S000000970,O000000970,20,24,7.8,4213.0
S000000971,O000000971,20,12,8.96,4358.0
S000000972,O000000972,20,36,3.27,3603.0
S000000973,O000000973,20,24,5.53,3824.0
S000000974,O000000974,20,36,25.88,6797.0
S000000975,O000000975,20,24,10.7,4709.0
S000000976,O000000976,20,24,18.01,5040.0
S000000977,O000000977,20,12,14.36,4857.0
S000000978,O000000978,20,24,12.71,4363.0
S000000979,O000000979,20,24,16.06,5204.0
S000000980,O000000980,20,24,7.27,4047.0
S000000981,O000000981,20,24,27.71,6852.0
S000000982,O000000982,20,24,23.37,5317.0
S000000983,O000000983,20,24,21.41,5396.0
S000000984,O000000984,20,36,14.45,5166.0
S000000985,O000000985,20,24,6.4,3925.0
S000000986,O000000986,20,24,25.98,6372.0
S000000987,O000000987,20,12,11.21,4488.0
S000000988,O000000988,20,24,3.78,3552.0
S000000989,O000000989,20,12,11.23,4245.0
S000000990,O000000990,20,36,22.76,6568.0
S000000991,O000000991,21,24,18.38,4934.0
S000000992,O000000992,21,24,21.65,6116.0
S000000993,O000000993,21,24,22.74,5451.0
S000000994,O000000994,21,12,7.9,4032.0
S000000995,O000000995,21,24,26.06,5954.0
S000000996,O000000996,21,24,13.67,4849.0
S000000997,O000000997,21,12,18.79,5805.0
S000000998,O000000998,21,12,2.56,3527.0
S000000999,O000000999,21,24,27.83,6388.0
S000001000,O000001000,21,12,9.66,4213.0
S000001001,O000001001,21,36,4.08,3674.0
S000001002,O000001002,21,24,14.19,5325.0
S000001003,O000001003,21,12,5.79,3822.0
S000001004,O000001004,22,24,6.38,3833.0
S000001005,O000001005,22,24,18.62,5523.0
S000001006,O000001006,22,12,12.52,4407.0
S000001007,O000001007,22,24,26.01,6251.0
S000001008,O000001008,22,24,10.64,4167.0
S000001009,O000001009,22,12,21.02,5142.0
S000001010,O000001010,22,24,14.26,4493.0
S000001011,O000001011,22,24,19.33,5179.0
S000001012,O000001012,22,12,17.79,5360.0
S000001013,O000001013,22,24,14.56,4613.0
S000001014,O000001014,22,12,26.73,6958.0
S000001015,O000001015,22,12,11.24,4568.0
S000001016,O000001016,22,24,7.02,3953.0
S000001017,O000001017,22,24,19.79,5032.0
S000001018,O000001018,22,24,24.07,6038.0
S000001019,O000001019,22,24,3.53,3521.0
S000001020,O000001020,22,24,13.97,5003.0
S000001021,O000001021,22,24,25.26,6770.0
S000001022,O000001022,22,12,21.62,5280.0
S000001023,O000001023,22,24,27.79,5912.0
S000001024,O000001024,22,24,16.05,5218.0
S000001025,O000001025,22,24,19.33,5497.0
S000001026,O000001026,22,12,10.21,4332.0
S000001027,O000001027,22,24,26.66,5758.0
S000001028,O000001028,22,24,11.84,4697.0
S000001029,O000001029,22,24,21.33,5318.0
S000001030,O000001030,22,24,12.78,4722.0
S000001031,O000001031,23,24,16.83,5283.0
S000001032,O000001032,23,24,20.85,6107.0
S000001033,O000001033,23,36,15.48,5427.0
S000001034,O000001034,23,24,25.63,6602.0
S000001035,O000001035,23,24,13.19,5124.0
S000001036,O000001036,23,24,19.0,5887.0
S000001037,O000001037,23,12,11.23,4383.0
S000001038,O000001038,24,12,12.91,4880.0
S000001039,O000001039,24,12,13.72,5200.0
S000001040,O000001040,24,24,5.71,4047.0
S000001041,O000001041,24,36,4.84,3739.0
S000001042,O000001042,24,24,19.52,5096.0
S000001043,O000001043,25,24,19.22,5480.0
S000001044,O000001044,25,12,19.4,5965.0
S000001045,O000001045,25,36,3.0,3578.0
S000001046,O000001046,25,24,10.83,4547.0
S000001047,O000001047,25,24,7.54,3902.0
S000001048,O000001048,25,12,22.34,5903.0
S000001049,O000001049,25,24,24.45,6348.0
S000001050,O000001050,25,24,8.79,4178.0
S000001051,O000001051,25,24,19.53,5518.0
S000001052,O000001052,25,24,5.8,3762.0
S000001053,O000001053,25,12,9.52,4444.0
S000001054,O000001054,25,24,6.04,4071.0
S000001055,O000001055,25,12,9.73,4339.0
S000001056,O000001056,25,24,19.71,5451.0
S000001057,O000001057,25,24,25.71,5787.0
S000001058,O000001058,25,12,7.66,4014.0
S000001059,O000001059,25,12,16.32,5565.0
S000001060,O000001060,25,12,20.39,6198.0
S000001061,O000001061,25,24,26.8,6868.0
S000001062,O000001062,25,24,18.06,5161.0
S000001063,O000001063,1,12,9.01,4187.0
S000001064,O000001064,1,24,18.45,5375.0
S000001065,O000001065,1,24,10.67,4585.0
S000001066,O000001066,1,12,27.39,6710.0
S000001067,O000001067,1,12,12.69,4745.0
S000001068,O000001068,1,12,19.98,5067.0
S000001069,O000001069,1,36,3.09,3515.0
S000001070,O000001070,1,24,12.7,5082.0
S000001071,O000001071,1,12,24.82,6793.0
S000001072,O000001072,1,24,18.06,5747.0
S000001073,O000001073,1,24,13.82,4696.0
S000001074,O000001074,1,24,26.37,6442.0
S000001075,O000001075,1,36,24.28,6241.0
S000001076,O000001076,1,12,10.72,4501.0
S000001077,O000001077,1,24,16.39,4767.0
S000001078,O000001078,1,24,14.99,5233.0
S000001079,O000001079,1,12,18.62,5594.0
S000001080,O000001080,1,24,11.02,4724.0
S000001081,O000001081,1,24,8.73,4088.0
S000001082,O000001082,1,24,25.77,6050.0
S000001083,O000001083,1,24,26.06,6803.0
S000001084,O000001084,1,12,24.0,5405.0
S000001085,O000001085,1,24,27.44,6189.0
S000001086,O000001086,1,36,21.5,6017.0
S000001087,O000001087,1,24,22.0,5303.0
S000001088,O000001088,1,12,21.95,6251.0
S000001089,O000001089,1,24,14.76,5225.0
S000001090,O000001090,1,12,14.14,4541.0
S000001091,O000001091,1,24,8.63,4245.0
S000001092,O000001092,1,12,18.94,5775.0
S000001093,O000001093,1,24,9.88,4494.0
S000001094,O000001094,1,24,9.07,4372.0
S000001095,O000001095,1,24,17.44,4828.0
S000001096,O000001096,1,24,12.95,5075.0
S000001097,O000001097,1,24,8.08,4175.0
S000001098,O000001098,1,24,23.31,6349.0
S000001099,O000001099,1,12,24.44,6384.0
S000001100,O000001100,1,12,6.78,3847.0
S000001101,O000001101,1,24,2.69,3585.0
S000001102,O000001102,1,24,11.07,4857.0
S000001103,O000001103,1,24,22.84,5370.0
S000001104,O000001104,1,24,23.9,5611.0
S000001105,O000001105,1,24,6.03,3874.0
S000001106,O000001106,1,24,22.25,5878.0
S000001107,O000001107,1,24,5.45,3893.0
S000001108,O000001108,1,12,12.45,4826.0
S000001109,O000001109,1,24,27.96,6657.0
S000001110,O000001110,1,12,7.41,3917.0
S000001111,O000001111,1,24,6.43,4003.0
S000001112,O000001112,1,24,13.28,4705.0
S000001113,O000001113,1,12,18.3,4895.0
S000001114,O000001114,1,24,26.29,5863.0
S000001115,O000001115,2,24,27.51,6335.0
S000001116,O000001116,2,24,4.28,3649.0
S000001117,O000001117,2,24,6.02,4028.0
S000001118,O000001118,2,24,22.66,5939.0
S000001119,O000001119,2,12,9.4,4193.0
