order_id,line_no,pick_seconds,pack_seconds,cycle_time_seconds
O000000540,3,30,26,56
O000000541,1,43,26,69
O000000541,2,41,14,55
O000000542,1,27,16,43
O000000543,1,33,12,45
O000000543,2,31,14,45
O000000543,3,35,15,50
O000000544,1,27,16,43
O000000544,2,25,16,41
O000000544,3,43,28,71
O000000545,1,43,14,57
O000000545,2,41,20,61
O000000545,3,44,12,56
O000000546,1,38,23,61
O000000546,2,39,27,66
O000000547,1,39,20,59
O000000547,2,31,17,48
O000000548,1,61,32,93
O000000548,2,73,41,114
O000000549,1,71,44,115
O000000549,2,26,17,43
O000000550,1,25,13,38
O000000550,2,34,26,60
O000000551,1,29,14,43
O000000551,2,24,14,38
O000000552,1,80,36,116
O000000552,2,41,20,61
O000000553,1,45,59,104
O000000554,1,18,26,44
O000000554,2,27,27,54
O000000554,3,40,28,68
O000000555,1,41,20,61
O000000555,2,22,15,37
O000000555,3,39,18,57
O000000556,1,21,14,35
O000000557,1,29,14,43
O000000557,2,45,16,61
O000000557,3,23,18,41
O000000558,1,89,91,180
O000000559,1,29,12,41
O000000560,1,104,49,153
O000000561,1,43,23,66
O000000561,2,44,14,58
O000000562,1,20,26,46
O000000562,2,65,40,105
O000000563,1,79,43,122
O000000564,1,51,32,83
O000000565,1,42,24,66
O000000566,1,36,20,56
O000000566,2,21,12,33
O000000566,3,40,12,52
O000000567,1,46,36,82
O000000568,1,59,39,98
O000000569,1,33,22,55
O000000570,1,32,22,54
O000000571,1,110,84,194
O000000571,2,36,14,50
O000000571,3,45,15,60
O000000572,1,45,25,70
O000000572,2,32,19,51
O000000572,3,21,26,47
O000000573,1,75,42,117
O000000574,1,44,28,72
O000000575,1,27,22,49
O000000576,1,30,15,45
O000000576,2,29,29,58
O000000577,1,19,26,45
O000000577,2,36,19,55
O000000577,3,28,27,55
O000000578,1,39,29,68
O000000578,2,40,23,63
O000000579,1,80,49,129
O000000580,1,29,26,55
O000000581,1,80,63,143
O000000582,1,38,18,56
O000000582,2,40,25,65
O000000582,3,31,29,60
O000000583,1,42,24,66
O000000583,2,22,29,51
O000000583,3,42,25,67
O000000584,1,21,16,37
O000000584,2,22,28,50
O000000585,1,32,20,52
O000000586,1,20,27,47
O000000587,1,78,52,130
O000000588,1,18,18,36
O000000588,2,30,19,49
O000000589,1,117,53,170
O000000590,1,19,28,47
O000000590,2,36,24,60
O000000590,3,40,29,69
O000000591,1,23,13,36
O000000592,1,22,17,39
O000000592,2,41,18,59
O000000592,3,40,18,58
O000000593,1,33,13,46
O000000593,2,40,16,56
O000000594,1,41,59,100
O000000595,1,29,26,55
O000000595,2,38,14,52
O000000595,3,25,21,46
O000000596,1,38,25,63
O000000596,2,32,23,55
O000000597,1,38,17,55
O000000597,2,31,21,52
O000000598,1,28,21,49
O000000598,2,24,22,46
O000000598,3,24,25,49
O000000599,1,77,54,131
O000000600,1,127,157,284
O000000601,1,20,16,36
O000000602,1,91,72,163
O000000603,1,23,20,43
O000000604,1,40,17,57
O000000605,1,29,18,47
O000000605,2,45,19,64
O000000606,1,22,19,41
O000000606,2,36,17,53
O000000607,1,30,28,58
O000000607,2,114,70,184
O000000608,1,167,104,271
O000000609,1,44,22,66
O000000610,1,42,21,63
O000000610,2,23,23,46
O000000610,3,24,20,44
O000000611,1,71,30,101
O000000611,2,52,42,94
O000000612,1,114,54,168
O000000613,1,33,15,48
O000000613,2,33,16,49
O000000613,3,40,20,60
O000000614,1,37,19,56
O000000614,2,19,22,41
O000000614,3,19,30,49
O000000615,1,34,27,61
O000000615,2,31,25,56
O000000616,1,25,22,47
O000000616,2,29,14,43
O000000616,3,38,29,67
O000000617,1,40,27,67
O000000618,1,33,26,59
O000000618,2,28,28,56
O000000618,3,25,18,43
O000000619,1,32,12,44
O000000619,2,26,13,39
O000000619,3,33,18,51
O000000620,1,36,13,49
O000000621,1,20,20,40
O000000621,2,18,24,42
O000000621,3,24,28,52
O000000622,1,126,80,206
O000000623,1,35,28,63
O000000623,2,23,25,48
O000000624,1,84,51,135
O000000624,2,31,26,57
O000000625,1,93,37,130
O000000625,2,43,21,64
O000000626,1,20,18,38
O000000627,1,24,26,50
O000000627,2,34,15,49
O000000628,1,23,25,48
O000000628,2,36,17,53
O000000629,1,24,18,42
O000000629,2,21,23,44
O000000630,1,47,43,90
O000000631,1,118,95,213
O000000632,1,46,47,93
O000000632,2,22,23,45
O000000633,1,82,26,108
O000000634,1,27,26,53
O000000634,2,55,36,91
O000000635,1,19,13,32
O000000635,2,28,27,55
O000000635,3,25,26,51
O000000636,1,69,30,99
O000000636,2,24,25,49
O000000636,3,42,15,57
O000000637,1,43,18,61
O000000637,2,21,20,41
O000000638,1,42,60,102
O000000638,2,42,56,98
O000000639,1,35,21,56
O000000639,2,21,26,47
O000000640,1,41,27,68
O000000641,1,153,77,230
O000000641,2,40,20,60
O000000641,3,32,12,44
O000000642,1,45,26,71
O000000642,2,19,24,43
O000000643,1,29,23,52
O000000643,2,27,30,57
O000000643,3,44,28,72
O000000644,1,34,14,48
O000000644,2,40,14,54
O000000645,1,23,25,48
O000000645,2,44,14,58
O000000646,1,94,52,146
O000000646,2,31,15,46
O000000647,1,44,26,70
O000000647,2,28,27,55
O000000647,3,29,20,49
O000000648,1,68,39,107
O000000648,2,21,24,45
O000000648,3,27,25,52
O000000649,1,23,30,53
O000000649,2,21,26,47
O000000650,1,83,48,131
O000000651,1,136,114,250
O000000652,1,28,22,50
O000000652,2,58,37,95
O000000653,1,30,27,57
O000000653,2,70,54,124
O000000654,1,43,15,58
O000000654,2,43,25,68
O000000654,3,29,12,41
O000000655,1,27,18,45
O000000656,1,60,27,87
O000000656,2,33,16,49
O000000656,3,30,16,46
O000000657,1,72,42,114
O000000658,1,99,60,159
O000000659,1,133,80,213
O000000659,2,27,20,47
O000000659,3,28,13,41
O000000660,1,41,27,68
O000000660,2,22,24,46
O000000660,3,38,20,58
O000000661,1,57,48,105
O000000662,1,24,21,45
O000000663,1,33,14,47
O000000664,1,38,26,64
O000000664,2,25,21,46
O000000664,3,40,27,67
O000000665,1,129,55,184
O000000666,1,68,57,125
O000000666,2,72,48,120
O000000667,1,19,13,32
O000000667,2,44,29,73
O000000667,3,29,29,58
O000000668,1,43,21,64
O000000669,1,34,15,49
O000000669,2,54,49,103
O000000670,1,19,15,34
O000000670,2,36,21,57
O000000670,3,33,27,60
O000000671,1,37,39,76
O000000671,2,38,13,51
O000000671,3,41,18,59
O000000672,1,63,43,106
O000000672,2,31,15,46
O000000672,3,18,13,31
O000000673,1,39,28,67
O000000673,2,54,55,109
O000000674,1,42,23,65
O000000674,2,28,16,44
O000000674,3,33,22,55
O000000675,1,25,17,42
O000000675,2,22,17,39
O000000676,1,78,37,115
O000000676,2,31,19,50
O000000677,1,32,19,51
O000000677,2,44,22,66
O000000677,3,44,23,67
O000000678,1,41,12,53
O000000678,2,23,18,41
O000000678,3,34,18,52
O000000679,1,42,21,63
O000000679,2,28,27,55
O000000679,3,21,28,49
O000000680,1,40,26,66
O000000680,2,31,29,60
O000000680,3,33,14,47
O000000681,1,45,13,58
O000000682,1,34,13,47
O000000682,2,29,13,42
O000000683,1,56,27,83
O000000684,1,29,30,59
O000000684,2,21,17,38
O000000685,1,79,41,120
O000000686,1,122,87,209
O000000686,2,51,34,85
O000000687,1,26,21,47
O000000688,1,42,30,72
O000000688,2,19,21,40
O000000689,1,64,43,107
O000000689,2,31,20,51
O000000689,3,37,26,63
O000000690,1,22,19,41
O000000691,1,36,19,55
O000000691,2,28,25,53
O000000692,1,35,19,54
O000000692,2,19,29,48
O000000692,3,30,24,54
O000000693,1,32,21,53
O000000693,2,24,29,53
O000000693,3,22,17,39
O000000694,1,23,22,45
O000000694,2,27,16,43
O000000695,1,62,55,117
O000000696,1,44,12,56
O000000696,2,29,20,49
O000000696,3,40,18,58
O000000697,1,89,50,139
O000000697,2,40,29,69
O000000698,1,107,46,153
O000000699,1,42,16,58
O000000699,2,35,28,63
O000000700,1,59,53,112
O000000701,1,30,16,46
O000000701,2,19,17,36
O000000701,3,32,26,58
O000000702,1,45,22,67
O000000702,2,44,28,72
O000000702,3,19,25,44
O000000703,1,74,28,102
O000000704,1,52,50,102
O000000704,2,42,18,60
O000000704,3,19,18,37
O000000705,1,87,47,134
O000000705,2,41,18,59
O000000706,1,42,44,86
O000000707,1,39,50,89
O000000707,2,41,27,68
O000000707,3,22,21,43
O000000708,1,32,22,54
O000000708,2,43,20,63
O000000708,3,33,20,53
O000000709,1,57,27,84
O000000710,1,30,24,54
O000000710,2,20,12,32
O000000710,3,44,18,62
O000000711,1,53,38,91
O000000712,1,23,13,36
O000000712,2,77,45,122
O000000713,1,88,33,121
O000000714,1,21,23,44
O000000714,2,41,18,59
O000000714,3,37,20,57
O000000715,1,40,13,53
O000000715,2,44,26,70
O000000715,3,41,22,63
O000000716,1,43,16,59
O000000716,2,21,21,42
O000000716,3,39,14,53
O000000717,1,33,21,54
O000000718,1,33,16,49
O000000718,2,42,28,70
O000000718,3,44,16,60
O000000719,1,37,14,51
O000000719,2,31,12,43
O000000720,1,30,12,42
O000000721,1,28,26,54
O000000721,2,28,13,41
O000000722,1,57,48,105
O000000723,1,20,12,32
O000000724,1,20,16,36
O000000724,2,39,16,55
O000000725,1,30,29,59
O000000725,2,43,26,69
O000000726,1,35,23,58
O000000727,1,19,15,34
O000000727,2,22,29,51
O000000728,1,71,65,136
O000000729,1,44,13,57
O000000729,2,24,16,40
O000000730,1,32,28,60
O000000730,2,43,17,60
O000000730,3,44,28,72
O000000731,1,24,25,49
O000000732,1,19,29,48
O000000732,2,22,20,42
O000000732,3,20,21,41
O000000733,1,23,29,52
O000000733,2,33,28,61
O000000734,1,128,64,192
O000000735,1,33,20,53
O000000735,2,35,13,48
O000000736,1,23,19,42
O000000736,2,40,13,53
O000000736,3,35,23,58
O000000737,1,41,29,70
O000000737,2,44,15,59
O000000737,3,27,23,50
O000000738,1,20,18,38
O000000738,2,24,23,47
O000000738,3,30,26,56
O000000739,1,44,28,72
O000000739,2,28,29,57
O000000740,1,39,15,54
O000000740,2,33,26,59
O000000741,1,23,29,52
O000000741,2,27,21,48
O000000741,3,36,14,50
O000000742,1,36,19,55
O000000743,1,119,64,183
O000000744,1,48,34,82
O000000745,1,37,25,62
O000000745,2,23,25,48
O000000745,3,43,30,73
O000000746,1,23,13,36
O000000746,2,21,25,46
O000000746,3,31,25,56
O000000747,1,32,15,47
O000000747,2,127,54,181
O000000748,1,30,29,59
O000000748,2,45,14,59
O000000749,1,31,23,54
O000000749,2,31,21,52
O000000749,3,29,22,51
O000000750,1,20,17,37
O000000750,2,34,13,47
O000000751,1,24,13,37
O000000752,1,70,24,94
O000000752,2,19,16,35
O000000753,1,44,13,57
O000000753,2,31,16,47
O000000753,3,42,22,64
O000000754,1,31,19,50
O000000754,2,20,28,48
O000000755,1,40,17,57
O000000755,2,36,27,63
O000000756,1,39,19,58
O000000757,1,118,98,216
O000000758,1,35,14,49
O000000758,2,41,25,66
O000000759,1,35,15,50
O000000759,2,27,14,41
O000000760,1,36,28,64
O000000760,2,36,18,54
O000000761,1,132,88,220
O000000762,1,28,17,45
O000000762,2,29,19,48
O000000763,1,80,25,105
O000000763,2,32,27,59
O000000764,1,38,24,62
O000000764,2,30,24,54
O000000765,1,71,48,119
O000000765,2,76,55,131
O000000766,1,22,12,34
O000000766,2,23,15,38
O000000766,3,35,24,59
O000000767,1,153,105,258
O000000768,1,42,28,70
O000000768,2,25,25,50
O000000768,3,21,22,43
O000000769,1,131,42,173
O000000770,1,22,27,49
O000000770,2,23,22,45
O000000770,3,26,15,41
O000000771,1,129,111,240
O000000771,2,42,30,72
O000000772,1,39,23,62
O000000773,1,111,65,176
O000000774,1,68,43,111
O000000774,2,111,65,176
O000000775,1,31,14,45
O000000775,2,22,17,39
O000000775,3,25,23,48
O000000776,1,26,28,54
O000000777,1,64,52,116
O000000778,1,33,16,49
O000000778,2,37,13,50
O000000779,1,20,27,47
O000000780,1,62,48,110
O000000780,2,39,27,66
O000000781,1,38,28,66
O000000781,2,40,25,65
O000000782,1,30,26,56
O000000783,1,40,22,62
O000000783,2,25,15,40
O000000784,1,28,16,44
O000000784,2,23,26,49
O000000784,3,31,27,58
O000000785,1,57,27,84
O000000785,2,25,22,47
O000000785,3,38,12,50
O000000786,1,79,59,138
O000000787,1,25,21,46
O000000788,1,22,29,51
O000000789,1,60,51,111
O000000789,2,52,60,112
O000000790,1,28,18,46
O000000790,2,24,20,44
O000000790,3,39,19,58
O000000791,1,43,16,59
O000000791,2,31,19,50
O000000791,3,35,18,53
O000000792,1,83,52,135
O000000792,2,45,14,59
O000000792,3,35,16,51
O000000793,1,84,45,129
O000000794,1,43,16,59
O000000794,2,39,13,52
O000000795,1,122,89,211
O000000795,2,20,17,37
O000000796,1,18,13,31
O000000797,1,31,23,54
O000000797,2,31,21,52
O000000797,3,29,22,51
O000000798,1,33,29,62
O000000798,2,33,13,46
O000000799,1,41,26,67
O000000799,2,21,15,36
O000000799,3,24,28,52
O000000800,1,39,17,56
O000000800,2,41,25,66
O000000800,3,45,21,66
O000000801,1,42,25,67
O000000801,2,84,30,114
O000000802,1,26,21,47
O000000802,2,29,30,59
O000000802,3,25,18,43
O000000803,1,137,112,249
O000000804,1,43,26,69
O000000804,2,27,14,41
O000000805,1,33,20,53
O000000805,2,52,50,102
O000000806,1,23,17,40
O000000806,2,23,23,46
O000000807,1,20,14,34
O000000807,2,44,26,70
O000000807,3,29,21,50
O000000808,1,41,22,63
O000000808,2,36,26,62
O000000808,3,23,21,44
O000000809,1,23,14,37
O000000809,2,40,20,60
O000000809,3,25,23,48
O000000810,1,85,32,117
O000000811,1,22,17,39
O000000811,2,36,15,51
O000000812,1,40,24,64
O000000813,1,24,25,49
O000000813,2,25,15,40
O000000814,1,44,28,72
O000000814,2,75,74,149
O000000815,1,59,60,119
O000000815,2,30,16,46
O000000816,1,25,23,48
O000000816,2,39,18,57
O000000816,3,39,17,56
O000000817,1,28,20,48
O000000817,2,41,27,68
O000000817,3,24,25,49
O000000818,1,18,14,32
O000000818,2,33,30,63
O000000819,1,45,18,63
O000000819,2,19,18,37
O000000819,3,24,14,38
O000000820,1,32,29,61
O000000820,2,40,27,67
O000000820,3,20,19,39
O000000821,1,29,18,47
O000000821,2,38,30,68
O000000821,3,28,24,52
O000000822,1,92,69,161
O000000822,2,23,14,37
O000000822,3,29,26,55
O000000823,1,31,14,45
O000000823,2,41,21,62
O000000824,1,35,29,64
O000000824,2,37,29,66
O000000824,3,45,19,64
O000000825,1,29,25,54
O000000826,1,29,28,57
O000000826,2,43,30,73
O000000826,3,25,25,50
O000000827,1,113,37,150
O000000828,1,38,28,66
O000000828,2,62,51,113
O000000829,1,31,23,54
O000000829,2,23,30,53
O000000829,3,23,28,51
O000000830,1,31,19,50
O000000830,2,26,13,39
O000000830,3,39,19,58
O000000831,1,43,27,70
O000000832,1,40,18,58
O000000832,2,25,15,40
O000000832,3,25,18,43
O000000833,1,75,40,115
O000000834,1,22,15,37
O000000835,1,43,17,60
O000000836,1,115,83,198
O000000837,1,24,13,37
O000000837,2,41,27,68
O000000837,3,29,25,54
O000000838,1,19,25,44
O000000838,2,22,14,36
O000000838,3,35,18,53
O000000839,1,39,27,66
O000000839,2,24,20,44
O000000840,1,86,52,138
O000000841,1,41,26,67
O000000841,2,41,21,62
O000000841,3,24,15,39
O000000842,1,39,28,67
O000000842,2,83,27,110
O000000843,1,26,30,56
O000000843,2,35,22,57
O000000844,1,39,26,65
O000000844,2,21,27,48
O000000844,3,39,25,64
O000000845,1,87,35,122
O000000846,1,75,33,108
O000000846,2,30,23,53
O000000846,3,42,14,56
O000000847,1,64,28,92
O000000848,1,38,20,58
O000000849,1,40,13,53
O000000849,2,38,23,61
O000000849,3,26,20,46
O000000850,1,21,24,45
O000000850,2,24,20,44
O000000851,1,32,15,47
O000000851,2,32,21,53
O000000852,1,67,56,123
O000000853,1,29,23,52
O000000853,2,39,16,55
O000000853,3,43,17,60
O000000854,1,25,13,38
O000000854,2,76,57,133
O000000855,1,36,27,63
O000000855,2,32,19,51
O000000856,1,23,30,53
O000000856,2,39,23,62
O000000856,3,44,16,60
O000000857,1,37,20,57
O000000857,2,43,18,61
O000000858,1,45,22,67
O000000858,2,110,73,183
O000000859,1,35,12,47
O000000859,2,31,20,51
O000000859,3,45,13,58
O000000860,1,21,26,47
O000000860,2,29,20,49
O000000860,3,42,26,68
O000000861,1,26,27,53
O000000862,1,39,23,62
O000000862,2,28,13,41
O000000863,1,89,24,113
O000000863,2,42,13,55
O000000863,3,26,19,45
O000000864,1,39,27,66
O000000864,2,27,27,54
O000000865,1,172,90,262
O000000866,1,36,23,59
O000000866,2,40,28,68
O000000867,1,19,14,33
O000000867,2,24,20,44
O000000867,3,37,27,64
O000000868,1,33,24,57
O000000868,2,31,13,44
O000000868,3,19,24,43
O000000869,1,55,42,97
O000000869,2,41,19,60
O000000869,3,19,20,39
O000000870,1,29,29,58
O000000870,2,44,15,59
O000000870,3,19,24,43
O000000871,1,115,58,173
O000000872,1,50,39,89
O000000873,1,41,24,65
O000000873,2,38,30,68
O000000873,3,42,19,61
O000000874,1,48,53,101
O000000874,2,32,20,52
O000000874,3,39,21,60
O000000875,1,49,42,91
O000000875,2,24,27,51
O000000875,3,37,31,68
O000000876,1,219,133,352
O000000877,1,37,29,66
O000000877,2,35,17,52
O000000877,3,38,24,62
O000000878,1,32,30,62
O000000879,1,31,16,47
O000000880,1,90,46,136
O000000880,2,35,14,49
O000000880,3,23,26,49
O000000881,1,42,25,67
O000000881,2,40,19,59
O000000881,3,27,30,57
O000000882,1,67,34,101
O000000882,2,22,30,52
O000000882,3,44,17,61
O000000883,1,212,139,351
O000000883,2,43,30,73
O000000883,3,27,13,40
O000000884,1,45,50,95
O000000884,2,24,20,44
O000000885,1,20,16,36
O000000885,2,21,25,46
O000000885,3,20,24,44
O000000886,1,45,29,74
O000000886,2,20,27,47
O000000887,1,22,23,45
O000000887,2,40,26,66
O000000887,3,34,23,57
O000000888,1,78,54,132
O000000889,1,105,44,149
O000000890,1,42,18,60
O000000890,2,35,13,48
O000000890,3,32,20,52
O000000891,1,37,15,52
O000000891,2,30,18,48
O000000891,3,27,13,40
O000000892,1,61,35,96
O000000892,2,23,29,52
O000000892,3,40,27,67
O000000893,1,100,116,216
O000000894,1,44,29,73
O000000895,1,74,71,145
O000000895,2,41,16,57
O000000895,3,27,28,55
O000000896,1,37,18,55
O000000896,2,41,18,59
O000000897,1,20,26,46
O000000897,2,39,15,54
O000000897,3,26,27,53
O000000898,1,48,26,74
O000000899,1,183,131,314
O000000900,1,128,41,169
O000000901,1,26,27,53
O000000902,1,67,31,98
O000000902,2,77,88,165
O000000903,1,33,21,54
O000000903,2,35,27,62
O000000904,1,34,24,58
O000000904,2,35,29,64
O000000904,3,22,28,50
O000000905,1,37,20,57
O000000905,2,36,20,56
O000000905,3,36,14,50
O000000906,1,20,12,32
O000000906,2,30,13,43
O000000907,1,29,23,52
O000000907,2,41,41,82
O000000908,1,72,57,129
O000000909,1,90,72,162
O000000909,2,76,51,127
O000000910,1,24,17,41
O000000910,2,121,41,162
O000000911,1,33,25,58
O000000911,2,39,24,63
O000000912,1,31,25,56
O000000912,2,31,17,48
O000000913,1,35,13,48
O000000913,2,43,15,58
O000000914,1,63,32,95
O000000915,1,32,24,56
O000000915,2,34,15,49
O000000915,3,38,27,65
O000000916,1,20,20,40
O000000916,2,32,14,46
O000000916,3,31,16,47
O000000917,1,43,18,61
O000000917,2,31,16,47
O000000917,3,31,29,60
O000000918,1,44,23,67
O000000918,2,30,29,59
O000000919,1,23,26,49
O000000919,2,48,25,73
O000000920,1,21,22,43
O000000920,2,18,14,32
O000000921,1,59,26,85
O000000922,1,39,30,69
O000000922,2,76,28,104
O000000923,1,19,20,39
O000000923,2,33,21,54
O000000923,3,22,27,49
O000000924,1,43,24,67
O000000925,1,23,13,36
O000000925,2,35,27,62
O000000925,3,27,21,48
O000000926,1,71,37,108
O000000926,2,29,19,48
O000000927,1,39,17,56
O000000927,2,24,16,40
O000000928,1,42,17,59
O000000928,2,32,13,45
O000000929,1,38,25,63
O000000929,2,41,29,70
O000000929,3,45,18,63
O000000930,1,24,30,54
O000000930,2,26,30,56
O000000930,3,25,23,48
O000000931,1,25,21,46
O000000931,2,34,20,54
O000000932,1,45,23,68
O000000932,2,45,15,60
O000000932,3,32,20,52
O000000933,1,141,119,260
O000000933,2,206,148,354
O000000934,1,130,80,210
O000000934,2,24,15,39
O000000934,3,32,29,61
O000000935,1,40,24,64
O000000935,2,26,23,49
O000000936,1,30,19,49
O000000936,2,45,18,63
O000000936,3,45,14,59
O000000937,1,42,23,65
O000000937,2,79,46,125
O000000938,1,25,26,51
O000000938,2,27,16,43
O000000939,1,98,58,156
O000000940,1,33,13,46
O000000941,1,32,16,48
O000000941,2,70,48,118
O000000942,1,29,17,46
O000000942,2,38,17,55
O000000942,3,27,24,51
O000000943,1,27,20,47
O000000944,1,21,27,48
O000000944,2,23,24,47
O000000944,3,41,30,71
O000000945,1,60,51,111
O000000946,1,169,112,281
O000000947,1,39,18,57
O000000947,2,33,13,46
O000000948,1,19,12,31
O000000948,2,27,16,43
O000000948,3,23,29,52
O000000949,1,36,22,58
O000000949,2,25,26,51
O000000949,3,20,12,32
O000000950,1,19,17,36
O000000950,2,34,26,60
O000000950,3,19,17,36
O000000951,1,41,13,54
O000000951,2,22,21,43
O000000952,1,103,70,173
O000000953,1,30,13,43
O000000954,1,30,30,60
O000000954,2,20,18,38
O000000955,1,198,142,340
O000000956,1,42,26,68
O000000956,2,18,20,38
O000000957,1,23,21,44
O000000957,2,42,19,61
O000000957,3,33,27,60
O000000958,1,22,13,35
O000000958,2,23,14,37
O000000958,3,72,49,121
O000000959,1,75,57,132
O000000960,1,34,24,58
O000000960,2,87,57,144
O000000961,1,31,12,43
O000000961,2,26,14,40
O000000962,1,31,29,60
O000000962,2,28,16,44
O000000962,3,24,19,43
O000000963,1,38,33,71
O000000964,1,138,144,282
O000000965,1,37,18,55
O000000965,2,18,18,36
O000000966,1,30,15,45
O000000966,2,35,25,60
O000000967,1,34,25,59
O000000967,2,39,23,62
O000000967,3,40,23,63
O000000968,1,37,23,60
O000000968,2,21,17,38
O000000969,1,31,21,52
O000000969,2,34,21,55
O000000969,3,25,26,51
O000000970,1,19,26,45
O000000970,2,24,28,52
O000000971,1,30,28,58
O000000971,2,29,22,51
O000000972,1,23,20,43
O000000972,2,40,26,66
O000000973,1,43,23,66
O000000973,2,23,22,45
O000000973,3,43,30,73
O000000974,1,37,56,93
O000000974,2,129,57,186
O000000975,1,44,22,66
O000000975,2,18,25,43
O000000975,3,39,19,58
O000000976,1,88,55,143
O000000976,2,85,31,116
O000000977,1,44,18,62
O000000977,2,33,13,46
O000000978,1,20,25,45
O000000978,2,41,17,58
O000000979,1,69,41,110
O000000980,1,138,80,218
O000000981,1,29,27,56
O000000981,2,33,15,48
O000000981,3,22,21,43
O000000982,1,76,38,114
O000000982,2,20,19,39
O000000982,3,38,16,54
O000000983,1,82,51,133
O000000984,1,62,27,89
O000000985,1,32,23,55
O000000985,2,26,21,47
O000000985,3,44,15,59
O000000986,1,38,13,51
O000000986,2,28,16,44
O000000986,3,23,27,50
O000000987,1,24,25,49
O000000987,2,31,28,59
O000000988,1,43,17,60
O000000989,1,76,46,122
O000000990,1,24,16,40
O000000990,2,41,15,56
O000000990,3,28,27,55
O000000991,1,41,24,65
O000000991,2,25,21,46
O000000991,3,35,16,51
O000000992,1,86,27,113
O000000993,1,25,29,54
O000000993,2,37,17,54
O000000993,3,45,23,68
O000000994,1,22,27,49
O000000995,1,20,13,33
O000000995,2,36,20,56
O000000995,3,27,13,40
O000000996,1,20,12,32
O000000996,2,31,18,49
O000000996,3,38,28,66
O000000997,1,26,27,53
O000000997,2,27,26,53
O000000997,3,41,23,64
O000000998,1,32,30,62
O000000998,2,41,21,62
O000000998,3,30,21,51
O000000999,1,44,23,67
O000000999,2,36,15,51
O000001000,1,21,27,48
O000001000,2,42,25,67
O000001001,1,31,16,47
O000001001,2,22,21,43
O000001001,3,22,21,43
O000001002,1,73,51,124
O000001002,2,19,14,33
O000001003,1,26,19,45
O000001003,2,22,12,34
O000001003,3,30,27,57
O000001004,1,29,18,47
O000001004,2,32,24,56
O000001004,3,26,20,46
O000001005,1,19,23,42
O000001005,2,35,20,55
O000001006,1,28,26,54
O000001007,1,36,30,66
O000001008,1,21,28,49
O000001008,2,18,17,35
